"Lat","Lang","Location"
15.368969917297363000000000000,75.119178771972660000000000000,"PB Rd, Vidya Nagar, Hubli"
10.236356735229492000000000000,77.490554809570310000000000000,"Club Road, Kodaikanal, Club Road, Kodaikanal, Laws Ghat Rd, Kodaikanal"
22.591184616088867000000000000,88.415359497070310000000000000,""
18.953876495361328000000000000,73.173507690429690000000000000,"Mumbai-Pune National Highway, Between Amol & Raigad Petrol Pump, Shedung Village, Panvel, Maharashtra 410206, National Highway 4, Shedung"
32.534248352050780000000000000,75.979850769042970000000000000,"Dalhousie Rd, Dalhousie, Chamba, Himachal Pradesh 176304, Dhupguri, Dalhousie"
21.183336257934570000000000000,70.578086853027340000000000000,""
12.875445365905762000000000000,74.848411560058600000000000000,"Light House Hill Rd Mangalore, Karnataka 574001, KMC Mercara Trunk Rd, Hampankatta, Mangalore"
28.548593521118164000000000000,77.236793518066400000000000000,""
13.076494216918945000000000000,80.262466430664060000000000000,"Kenneth Ln, Egmore, Chennai"
13.066004753112793000000000000,80.242179870605470000000000000,"144-145, Sterling Road, Nungambakkam, Chennai, Tamil Nadu 600034"
13.046013832092285000000000000,80.239395141601560000000000000,""
15.275115966796875000000000000,76.388870239257810000000000000,""
23.097076416015625000000000000,70.126014709472660000000000000,"P. O. Box 255, Survey no 98, Galpadar, Near Airport Crossing,, Gandhidham, Kachchh, P. O. Box 255, Survey no 98, Galpadar, Near Airport Crossing,, Gandhidham, Kachchh"
22.578977584838867000000000000,88.360252380371100000000000000,"134/1, Mahatma Gandhi Rd, Raja Katra, Kolkata"
32.240924835205080000000000000,77.188659667968750000000000000,"Near by Hadimba Temple, Hadimba Road, Manali"
22.307537078857422000000000000,80.487922668457030000000000000,""
32.536575317382810000000000000,75.965934753417970000000000000,"Subhash Chownk, Moti Tiba, Dalhousie"
32.263172149658200000000000000,77.188247680664060000000000000,"Near Hadimba Road, Manali"
27.042516708374023000000000000,88.266159057617190000000000000,""
32.547416687011720000000000000,75.967086791992190000000000000,"MDR 49, Lohali, Dalhousie"
27.036016464233400000000000000,88.262680053710940000000000000,""
27.044803619384766000000000000,88.267410278320310000000000000,""
22.558485031127930000000000000,88.352348327636720000000000000,"Madge Ln, Dharmatala, Taltala, Kolkata"
9.382039070129395000000000000,76.389778137207030000000000000,"Muttar"
15.923265457153320000000000000,75.678443908691400000000000000,""
28.634069442749023000000000000,77.221847534179690000000000000,""
13.067270278930664000000000000,80.258346557617190000000000000,"30, Montieth Road, Egmore, Chennai, Tamil Nadu 600 008, Monteith Ln, Egmore, Chennai"
25.435726165771484000000000000,75.646545410156250000000000000,""
30.967620849609375000000000000,77.191650390625000000000000000,""
13.078027725219727000000000000,80.245071411132810000000000000,"850, Periyar EVR Salai, New Bupathy Nagar, Chetpet, Chennai"
30.145946502685547000000000000,78.599288940429690000000000000,""
15.273074150085450000000000000,76.392921447753900000000000000,"10/90, J.N. Road, Hospet, Karnataka, 583201, MVS Area, Hospet"
27.047107696533203000000000000,88.266105651855470000000000000,""
27.333944320678710000000000000,88.612777709960940000000000000,"Paljore Stadium Road,Gangtok,Sikkim 737101, Arithang, Gangtok"
13.055890083312988000000000000,80.211105346679690000000000000,"79,100 Feet Road,Vadapalani,Chennai,Tamil nadu 600026, Kanniappa St, Thiru Nagar Colony, NGO Colony, Vadapalani, Chennai"
22.565473556518555000000000000,88.353858947753900000000000000,"4 C,Madan Street,Chandi Chowk,Kolkata,West Bengal 700072, Chandni Chawk, Bow Bazaar, Kolkata"
32.539142608642580000000000000,75.967987060546880000000000000,"MDR 49, Moti Tiba, Dalhousie"
13.047545433044434000000000000,80.240051269531250000000000000,"29, Thirumalai Pillai Ln, Satyamurthy Nagar, Thiyagaraya Nagar, Chennai"
10.238109588623047000000000000,77.489181518554690000000000000,"No. 8/59, Post Office Road, Post Office Rd, Kodaikanal"
30.558792114257812000000000000,77.294593811035160000000000000,"Kumarhatti - Sarahan - Nahan Rd, Ramkundi, Nahan"
11.551686286926270000000000000,76.040260314941400000000000000,"Thalipuzha, Wayanad, India, Thalipuzha, Wayanad, India, Thalipuzha, Wayanad"
11.399171829223633000000000000,79.691200256347660000000000000,"60, Feet Main Road, Near New Bus stand, Kumbakonam - 612 001 Tamil Nadu, Dr Janir Hussain St, Anna Nagar, Kumbakonam"
12.868704795837402000000000000,74.840370178222660000000000000,"G.H.S Cross Rd, Hampankatta, Mangalore"
25.446363449096680000000000000,75.636436462402340000000000000,""
9.498096466064453000000000000,76.338844299316400000000000000,"Pvt Ltd, Alleppey 12, Kerala, India, Resort Rd, Punnamada, Kottankulangara, Alappuzha"
15.465126991271973000000000000,75.003479003906250000000000000,"Lamington Road,, Next to Chamber of Commerce,, Lamington Road,, Next to Chamber of Commerce,, Alnavar, Dharwad"
12.870557785034180000000000000,74.841796875000000000000000000,"K.S. Rao Road, Hampankatta, Mangalore, Hampankatta, Mangalore"
28.641202926635742000000000000,77.215286254882810000000000000,""
28.648399353027344000000000000,77.217666625976560000000000000,""
12.869182586669922000000000000,74.849792480468750000000000000,"Balmatta Road, Hampanakatta, Mangalore, Karnataka - 575001, Bendoor, Mangalore"
27.329120635986328000000000000,88.613769531250000000000000000,"Tibet Rd, Arithang, Gangtok"
15.923259735107422000000000000,75.678451538085940000000000000,""
15.923336982727050000000000000,75.678436279296880000000000000,""
13.050905227661133000000000000,80.249397277832030000000000000,"No 51, G N Chetty Road, Near American Embassey, T Nagar, No 51, G N Chetty Road, Near American Embassey, T Nagar, Chennai"
12.868954658508300000000000000,74.841667175292970000000000000,"K.S. Rao Road, Hampankatta, Mangalore, Hampankatta, Mangalore"
27.327930450439453000000000000,88.612655639648440000000000000,"Mahatma Gandhi Marg, Arithang, Gangtok"
32.539398193359375000000000000,75.973640441894530000000000000,"Dalhousie-ChambaRd, Moti Tiba, Dalhousie"
13.054661750793457000000000000,80.257713317871100000000000000,"Peters Rd, Peters Colony, Royapettah, Chennai"
32.243385314941406000000000000,77.189109802246100000000000000,"The Mall Road, Manali"
27.159389495849610000000000000,88.615692138671880000000000000,\N
13.029501914978027000000000000,80.245483398437500000000000000,"112,Chamiers Road,R A Puram,Nandanam,Chennai,Tamil Nadu 600035, Turnbulls Rd, Nandanam Extension, Nandanam, Chennai"
13.056681632995605000000000000,80.255073547363280000000000000,""
12.970543861389160000000000000,80.149879455566400000000000000,"8/102, Shandy Road, Pallavaram, Pallavaram, Chennai"
22.545389175415040000000000000,88.363594055175780000000000000,"163 A, Park Street, Kolkata, West Bengal 700017, Park St, Beniapukur, Kolkata"
13.063613891601562000000000000,80.244155883789060000000000000,"No. 74, M G Road, Nungambakkam High Road, Chennai"
9.499471664428711000000000000,76.325859069824220000000000000,"West of North police Station, Sea View Ward, West of North police Station, Sea View Ward, Alappuzha (Alleppey)"
13.039901733398438000000000000,80.234497070312500000000000000,"Old #2, New #3, Venkatanarayana Road, Chennai"
32.536514282226560000000000000,75.982475280761720000000000000,""
13.052725791931152000000000000,80.228080749511720000000000000,""
11.606075286865234000000000000,76.341018676757810000000000000,"Sulthan Bathery Ooty Road,Mookkuthikunnu P.O,NoolPuzha, Wayanad ,Kerala, Sulthan Bathery Ooty Road,Mookkuthikunnu P.O,NoolPuzha, Wayanad ,Kerala, Sulthan Bathery-Chulliyode-Pandalur-Gudalur Rd, Nenmeni"
27.040493011474610000000000000,88.264312744140620000000000000,""
12.867362976074219000000000000,74.846015930175780000000000000,"Falnir Road, Hampankatta, Mangalore"
27.330057144165040000000000000,88.612396240234380000000000000,""
31.153942108154297000000000000,76.968315124511720000000000000,"Anchal Hotel near Tehsil, MDR 6"
28.635408401489258000000000000,77.219261169433600000000000000,""
28.630407333374023000000000000,77.216079711914060000000000000,""
13.172428131103516000000000000,80.279571533203120000000000000,"Bashisht"
32.533977508544920000000000000,75.974700927734380000000000000,"Moti Tiba, Dalhousie"
28.645725250244140000000000000,77.216072082519530000000000000,""
13.079021453857422000000000000,80.242034912109380000000000000,"17, Rajarathinam Road, Kilpauk, Chennai, Tamil nadu, 600010"
32.239635467529300000000000000,77.188713073730470000000000000,"Nehru Kund, Burwa"
25.447372436523438000000000000,75.635231018066400000000000000,""
25.447372436523438000000000000,75.635231018066400000000000000,""
9.499998092651367000000000000,76.338745117187500000000000000,""
12.815017700195312000000000000,74.840202331542970000000000000,"Chotamangalore, Azad Nagar, Ullal"
15.278956413269043000000000000,76.388740539550780000000000000,"Bus Stand Rd, Hospet"
15.621197700500488000000000000,77.274780273437500000000000000,""
22.536327362060547000000000000,88.356658935546880000000000000,"28 A, Rowland Rd, Ballygunge, Kolkata"
32.244239807128906000000000000,77.188072204589840000000000000,"Siyal, Manali"
22.555845260620117000000000000,88.354377746582030000000000000,"33/4, Free School Street, Park Street, Mirza Ghalib St, Taltala, Kolkata"
28.648006439208984000000000000,77.217552185058600000000000000,""
27.328060150146484000000000000,88.612648010253900000000000000,"M. G. Marg, Gangtok, Sikkim 737101, Mahatma Gandhi Marg, Arithang, Gangtok"
28.648387908935547000000000000,77.190872192382810000000000000,""
10.276163101196289000000000000,77.161460876464840000000000000,\N
32.239696502685550000000000000,77.188713073730470000000000000,"New Hope Orchards, P.O Office, Chandigarh-Mandi-Manali Rd, Dhungri Village, Manali"
28.550123214721680000000000000,77.248809814453120000000000000,""
12.416727066040039000000000000,76.682167053222660000000000000,""
12.421627998352050000000000000,76.693107604980470000000000000,""
22.524835586547850000000000000,88.355422973632810000000000000,"37, Hazra Road, Kolkata, West Bengal 700029, Hazra Rd, Garcha, Ballygunge, Kolkata"
28.650909423828125000000000000,77.193626403808600000000000000,""
22.307344436645508000000000000,73.181098937988280000000000000,""
13.684009552001953000000000000,74.645713806152340000000000000,""
32.535968780517580000000000000,75.985900878906250000000000000,"Khajjar Road, near Dps Dalhousie, Dalhousie Rd, Dhupguri, Dalhousie"
28.713386535644530000000000000,77.146644592285160000000000000,""
32.239692687988280000000000000,77.188720703125000000000000000,"Log Huts Area"
22.555908203125000000000000000,88.372230529785160000000000000,"52,CIT Road, Ananda Palit Rd, Entally, Kolkata"
14.851553916931152000000000000,74.131935119628900000000000000,"Edapally - Panvel Hwy, Sadashivgad"
26.887014389038086000000000000,88.187957763671880000000000000,"State Highway 12, Mirik"
27.326751708984375000000000000,88.611335754394530000000000000,"31A National Highway, Opposite Super Market, 31A National Highway, Opposite Super Market, Lal Market Rd, Vishal Gaon, Gangtok"
32.241371154785156000000000000,77.188568115234380000000000000,"Sagar Niwas"
32.240413665771484000000000000,77.188781738281250000000000000,"Rangree, Chandigarh-Mandi-Manali Rd, Dhungri Village, Manali"
25.447357177734375000000000000,75.634422302246100000000000000,"Station Road, Palace Road, Near Nehru Park, Kota, Rajasthan 324001, Kota"
32.085151672363280000000000000,77.128105163574220000000000000,"Prini Manali Naggar Highway Manali Himachal Pradesh 175 131, Chandigarh-Mandi-Manali Rd, Dhungri Village, Manali"
32.243263244628906000000000000,77.189186096191400000000000000,"National Highway - 15, Rangri, Manali"
10.958624839782715000000000000,79.375457763671880000000000000,"Valayapettai Agraharam, Kumbakonam"
23.359867095947266000000000000,85.325187683105470000000000000,""
9.505474090576172000000000000,76.355056762695310000000000000,"Near Punnamada Lake, Shomur Canal Road, Near Punnamada Lake, Shomur Canal Road, Alappuzha (Alleppey)"
28.648439407348633000000000000,77.208892822265620000000000000,""
27.036525726318360000000000000,88.263328552246100000000000000,""
15.364777565002441000000000000,75.123962402343750000000000000,"Club Road, Near Court Circle, Club Road, Club Road, Near Court Circle, Club Road, Prabhat Colony, Vidya Nagar, Hubli"
10.276235580444336000000000000,77.161445617675780000000000000,"Moolakadai, Munnar"
13.625824928283691000000000000,74.691154479980470000000000000,""
27.857118606567383000000000000,75.277671813964840000000000000,""
26.215059280395508000000000000,78.186012268066400000000000000,"LNUPE Campus, Thatipur, Gwalior"
26.232358932495117000000000000,78.188552856445310000000000000,"Hotel Shopping Centrefast Food, New Colony Number 1, New Resham Colony, Birla Nagar, Gwalior"
22.536836624145508000000000000,88.352500915527340000000000000,"24, Ray Street,Near Elgin Road Forum Shopping Mall, Kolkata,West Bengal,700020, Ray St, Sreepally, Bhawanipur, Kolkata"
12.410079002380371000000000000,76.700019836425780000000000000,""
26.301111221313477000000000000,87.259994506835940000000000000,"Hospital Rd, Forbesganj"
32.211059570312500000000000000,77.191116333007810000000000000,"Kanyal Road, Simsa, Manali, Dhungri Village, Manali"
27.036077499389650000000000000,88.262657165527340000000000000,""
22.533817291259766000000000000,88.353187561035160000000000000,"35A, Sarat Bose Rd, Jadubabur Bazar, Bhawanipur, Kolkata"
30.899408340454100000000000000,76.964828491210940000000000000,"Village Kimmughat Garkhal, Shimla Hills, Village Kimmughat Garkhal, Shimla Hills, Kasauli"
10.236334800720215000000000000,77.492469787597660000000000000,""
22.556833267211914000000000000,88.355522155761720000000000000,"9A, Marqius St, Central Kolkata, Kolkata"
14.197411537170410000000000000,74.806541442871100000000000000,""
28.540384292602540000000000000,77.294418334960940000000000000,""
27.318990707397460000000000000,88.607032775878900000000000000,"Deorali BazaarGangtok, Deorali School St, Deorali Bazar, Gangtok"
